Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
kafka-streams-examples-3.1.0.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,kafka-streams-examples-3.1.0.jar,generic://sha256:65370a76188a014a8f60158b317dd7990441e60b364245766a29dbc013e1dd6e/kafka-streams-examples-3.1.0.jar,
clone,MIT,http://www.opensource.org/licenses/MIT,npm,clone:2.1.2,npm://clone,2.1.2
ubuntu:focal:git,"Apache-2.0,BSD-2-Clause,BSL-1.0,GPL-2.0-only,GPL-2.0-or-later,ISC","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-2-Clause,http://www.boost.org/LICENSE_1_0.txt,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.opensource.org/licenses/ISC",deb,ubuntu:focal:git:1:2.25.1-1ubuntu3.4,deb://ubuntu:focal:git,1:2.25.1-1ubuntu3.4
ubuntu:focal:xz-utils,GPL-2.0-only,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,ubuntu:focal:xz-utils:5.2.4-1ubuntu1,deb://ubuntu:focal:xz-utils,5.2.4-1ubuntu1
com.dremio.services:dremio-services-namespace,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.dremio.services:dremio-services-namespace:20.1.0-202202061055110045-36733c65,gav://com.dremio.services:dremio-services-namespace,20.1.0-202202061055110045-36733c65
de.vandermeer:asciilist,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,de.vandermeer:asciilist:0.0.3,gav://de.vandermeer:asciilist,0.0.3
io.strimzi:kafka-oauth-server-plain,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.strimzi:kafka-oauth-server-plain:0.10.0,gav://io.strimzi:kafka-oauth-server-plain,0.10.0
org.apache.hbase:hbase-protocol-shaded,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.hbase:hbase-protocol-shaded:2.2.0,gav://org.apache.hbase:hbase-protocol-shaded,2.2.0
content-type,MIT,http://www.opensource.org/licenses/MIT,npm,content-type:1.0.4,npm://content-type,1.0.4
libnpmdiff,ISC,http://www.opensource.org/licenses/ISC,npm,libnpmdiff:4.0.2,npm://libnpmdiff,4.0.2
libnpmhook,ISC,http://www.opensource.org/licenses/ISC,npm,libnpmhook:8.0.2,npm://libnpmhook,8.0.2
table,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,npm,table:6.8.0,npm://table,6.8.0
s3transfer,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,s3transfer:0.5.0,pypi://s3transfer,0.5.0
ubuntu:focal:liblocale-gettext-perl,"Artistic-2.0,GPL-3.0","http://www.opensource.org/licenses/artistic-license-2.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html",deb,ubuntu:focal:liblocale-gettext-perl:1.07-4,deb://ubuntu:focal:liblocale-gettext-perl,1.07-4
has-tostringtag,MIT,http://www.opensource.org/licenses/MIT,npm,has-tostringtag:1.0.0,npm://has-tostringtag,1.0.0
ioredis-mock,MIT,http://www.opensource.org/licenses/MIT,npm,ioredis-mock:7.2.0,npm://ioredis-mock,7.2.0
winston,MIT,http://www.opensource.org/licenses/MIT,npm,winston:3.5.1,npm://winston,3.5.1
executing,MIT,http://www.opensource.org/licenses/MIT,pypi,executing:0.8.2,pypi://executing,0.8.2
nbconvert,"BSD,BSD-3-Clause","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-3-Clause",pypi,nbconvert:6.5.0,pypi://nbconvert,6.5.0
ubuntu:focal:libpam-modules-bin,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:libpam-modules-bin:1.3.1-5ubuntu4.3,deb://ubuntu:focal:libpam-modules-bin,1.3.1-5ubuntu4.3
ubuntu:focal:texlive-base,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:texlive-base:2019.20200218-1,deb://ubuntu:focal:texlive-base,2019.20200218-1
ubuntu:focal:ubuntu-mono,"CC-BY-SA-3.0,GPL-3.0","http://creativecommons.org/licenses/by-sa/3.0/legalcode,http://www.gnu.org/licenses/gpl-3.0-standalone.html",deb,ubuntu:focal:ubuntu-mono:19.04-0ubuntu3,deb://ubuntu:focal:ubuntu-mono,19.04-0ubuntu3
org.apache.arrow:arrow-vector,"Apache-2.0,BSD,BSD 2-Clause,BSL-1.0,ECL2,JSON,MIT,OpenSSL,ZLIB","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.boost.org/LICENSE_1_0.txt,http://opensource.org/licenses/ECL-2.0,http://www.json.org/license.html,http://www.opensource.org/licenses/MIT,http://www.openssl.org/source/license.html,http://www.opensource.org/licenses/Zlib",maven,org.apache.arrow:arrow-vector:4.0.0-20210722102535-bda216e83f-dremio,gav://org.apache.arrow:arrow-vector,4.0.0-20210722102535-bda216e83f-dremio
content-disposition,MIT,http://www.opensource.org/licenses/MIT,npm,content-disposition:0.5.4,npm://content-disposition,0.5.4
is-arrayish,MIT,http://www.opensource.org/licenses/MIT,npm,is-arrayish:0.3.2,npm://is-arrayish,0.3.2
react-mapfilter,MIT,http://www.opensource.org/licenses/MIT,npm,react-mapfilter:1.0.0-alpha.14,npm://react-mapfilter,1.0.0-alpha.14
uri-js,"BSD-2-Clause,BSD-2-Clause-FreeBSD","http://opensource.org/licenses/BSD-2-Clause,http://www.freebsd.org/copyright/freebsd-license.html",npm,uri-js:4.4.1,npm://uri-js,4.4.1
ubuntu:focal:libcairo-gobject2,"CUA-OPL-1.0,MPL-1.1","http://opensource.org/licenses/CUA-OPL-1.0,http://www.mozilla.org/MPL/MPL-1.1.html",deb,ubuntu:focal:libcairo-gobject2:1.16.0-4ubuntu1,deb://ubuntu:focal:libcairo-gobject2,1.16.0-4ubuntu1
ubuntu:focal:nano-tiny,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:nano-tiny:4.8-1ubuntu1,deb://ubuntu:focal:nano-tiny,4.8-1ubuntu1
org.lz4:lz4-java,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.lz4:lz4-java:1.8.0,gav://org.lz4:lz4-java,1.8.0
org.scala-lang.modules:scala-collection-compat_2.13,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.scala-lang.modules:scala-collection-compat_2.13:2.3.0,gav://org.scala-lang.modules:scala-collection-compat_2.13,2.3.0
asynckit,MIT,http://www.opensource.org/licenses/MIT,npm,asynckit:0.4.0,npm://asynckit,0.4.0
queue-microtask,MIT,http://www.opensource.org/licenses/MIT,npm,queue-microtask:1.2.3,npm://queue-microtask,1.2.3
cachetools,MIT,http://www.opensource.org/licenses/MIT,pypi,cachetools:5.0.0,pypi://cachetools,5.0.0
8:libsepol,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,rpm,8:libsepol:0:2.9-3.el8,rpm://8:libsepol,0:2.9-3.el8
io.opencensus:opencensus-exporter-trace-stackdriver,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.opencensus:opencensus-exporter-trace-stackdriver:0.24.0,gav://io.opencensus:opencensus-exporter-trace-stackdriver,0.24.0
hvplot,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,hvplot:0.7.3,pypi://hvplot,0.7.3
8:libidn2,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,rpm,8:libidn2:0:2.2.0-1.el8,rpm://8:libidn2,0:2.2.0-1.el8
3.16:ssl_client,GPL-2.0-only,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,alpine,3.16:ssl_client:1.35.0-r13,alpine://3.16:ssl_client,1.35.0-r13
io.swagger.core.v3:swagger-annotations,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.swagger.core.v3:swagger-annotations:2.1.10,gav://io.swagger.core.v3:swagger-annotations,2.1.10
iceberg-core-0.12-aba898b-20210716185948-115a822.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,iceberg-core-0.12-aba898b-20210716185948-115a822.jar,generic://sha256:8e523ed6704db3ace964aa7087b06c7dfd541c987a7c80e5a1ec3277eadf946a/iceberg-core-0.12-aba898b-20210716185948-115a822.jar,
eslint-visitor-keys,Apache-2.0,http://licenses.nuget.org/Apache-2.0,npm,eslint-visitor-keys:2.1.0,npm://eslint-visitor-keys,2.1.0
colorama,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,colorama:0.4.4,pypi://colorama,0.4.4
text-hex,MIT,http://www.opensource.org/licenses/MIT,npm,text-hex:1.0.0,npm://text-hex,1.0.0
ubuntu:focal:libkrb5-3,"BSD,BSD 2-Clause,ISC,MIT,Xnet","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.opensource.org/licenses/ISC,http://www.opensource.org/licenses/MIT,http://opensource.org/licenses/Xnet",deb,ubuntu:focal:libkrb5-3:1.17-6ubuntu4.1,deb://ubuntu:focal:libkrb5-3,1.17-6ubuntu4.1
ubuntu:focal:libpangoft2-1.0-0,"BSD,LGPL-3.0,MPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://opensource.org/licenses/MPL-2.0",deb,ubuntu:focal:libpangoft2-1.0-0:1.44.7-2ubuntu4,deb://ubuntu:focal:libpangoft2-1.0-0,1.44.7-2ubuntu4
io.confluent:kafka-schema-converter,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.confluent:kafka-schema-converter:7.2.0-853,gav://io.confluent:kafka-schema-converter,7.2.0-853
io.confluent:kafka-schema-registry-client,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.confluent:kafka-schema-registry-client:7.2.0-853,gav://io.confluent:kafka-schema-registry-client,7.2.0-853
github.com/rcrowley/go-metrics,BSD-2-Clause,http://opensource.org/licenses/BSD-2-Clause,go,github.com/rcrowley/go-metrics:0.0.0-20201227073835-cf1acfcdf475,go://github.com/rcrowley/go-metrics,0.0.0-20201227073835-cf1acfcdf475
openid-client,MIT,http://www.opensource.org/licenses/MIT,npm,openid-client:5.1.5,npm://openid-client,5.1.5
3.15:py3-six,MIT,http://www.opensource.org/licenses/MIT,alpine,3.15:py3-six:1.16.0-r0,alpine://3.15:py3-six,1.16.0-r0
importlib-resources,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,importlib-resources:5.7.1,pypi://importlib-resources,5.7.1
pycurl,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,pypi,pycurl:7.44.1,pypi://pycurl,7.44.1
com.dremio:dremio-dac-ui,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.dremio:dremio-dac-ui:20.1.0-202202061055110045-36733c65,gav://com.dremio:dremio-dac-ui,20.1.0-202202061055110045-36733c65
chalk,MIT,http://www.opensource.org/licenses/MIT,npm,chalk:4.1.2,npm://chalk,4.1.2
libnpmversion,ISC,http://www.opensource.org/licenses/ISC,npm,libnpmversion:3.0.1,npm://libnpmversion,3.0.1
3.15:mpdecimal,BSD 2-Clause,http://opensource.org/licenses/BSD-2-Clause,alpine,3.15:mpdecimal:2.5.1-r1,alpine://3.15:mpdecimal,2.5.1-r1
3.15:musl-utils,MIT,http://www.opensource.org/licenses/MIT,alpine,3.15:musl-utils:1.2.2-r7,alpine://3.15:musl-utils,1.2.2-r7
ubuntu:focal:libx11-data,"BSD 2-Clause,MIT,SGI-B-2.0,X11","http://opensource.org/licenses/BSD-2-Clause,http://www.opensource.org/licenses/MIT,http://oss.sgi.com/projects/FreeB/SGIFreeSWLicB.2.0.pdf,http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3",deb,ubuntu:focal:libx11-data:2:1.6.9-2ubuntu1.2,deb://ubuntu:focal:libx11-data,2:1.6.9-2ubuntu1.2
com.dremio.plugins:dremio-hive3-plugin-launcher,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.dremio.plugins:dremio-hive3-plugin-launcher:20.1.0-202202061055110045-36733c65,gav://com.dremio.plugins:dremio-hive3-plugin-launcher,20.1.0-202202061055110045-36733c65
com.tencent.bk.base.datahub:iceberg-bundled-guava,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.tencent.bk.base.datahub:iceberg-bundled-guava:0.12.1-bkbase.1,gav://com.tencent.bk.base.datahub:iceberg-bundled-guava,0.12.1-bkbase.1
debian:bullseye:libbz2-1.0,"BSD,GPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,debian:bullseye:libbz2-1.0:1.0.8-4,deb://debian:bullseye:libbz2-1.0,1.0.8-4
ubuntu:focal:preview-latex-style,"GPL-3.0,MIT","http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:preview-latex-style:11.91-2ubuntu2,deb://ubuntu:focal:preview-latex-style,11.91-2ubuntu2
micromatch,MIT,http://www.opensource.org/licenses/MIT,npm,micromatch:4.0.4,npm://micromatch,4.0.4
com.amazonaws:aws-java-sdk-kms,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.amazonaws:aws-java-sdk-kms:1.11.761,gav://com.amazonaws:aws-java-sdk-kms,1.11.761
io.netty:netty-codec-http,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.netty:netty-codec-http:4.1.48.Final,gav://io.netty:netty-codec-http,4.1.48.Final
org.apache.hive:hive-common,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.hive:hive-common:3.1.1-dremio-202108260418420981-22681bb,gav://org.apache.hive:hive-common,3.1.1-dremio-202108260418420981-22681bb
glob-parent,ISC,http://www.opensource.org/licenses/ISC,npm,glob-parent:5.1.2,npm://glob-parent,5.1.2
certifi,MPL-2.0,http://opensource.org/licenses/MPL-2.0,pypi,certifi:2022.5.18.1,pypi://certifi,2022.5.18.1
ipython,"BSD,BSD-3-Clause","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-3-Clause",pypi,ipython:8.0.1,pypi://ipython,8.0.1
pika,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,pika:1.2.0,pypi://pika,1.2.0
3.15:libedit,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,alpine,3.15:libedit:20210910.3.1-r0,alpine://3.15:libedit,20210910.3.1-r0
ubuntu:focal:libxt6,"MIT,X11","http://www.opensource.org/licenses/MIT,http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3",deb,ubuntu:focal:libxt6:1:1.1.5-1,deb://ubuntu:focal:libxt6,1:1.1.5-1
org.apache.hive:hive-service-rpc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.hive:hive-service-rpc:2.1.1-dremio-202111110700250786-bf21359,gav://org.apache.hive:hive-service-rpc,2.1.1-dremio-202111110700250786-bf21359
org.apache.httpcomponents:httpcore,"Apache-2.0,CC-BY-2.5","http://licenses.nuget.org/Apache-2.0,http://creativecommons.org/licenses/by/2.5/legalcode",maven,org.apache.httpcomponents:httpcore:4.4.4,gav://org.apache.httpcomponents:httpcore,4.4.4
raw-body,MIT,http://www.opensource.org/licenses/MIT,npm,raw-body:2.4.3,npm://raw-body,2.4.3
standard-as-callback,MIT,http://www.opensource.org/licenses/MIT,npm,standard-as-callback:2.1.0,npm://standard-as-callback,2.1.0
ubuntu:focal:texlive-fonts-recommended,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:texlive-fonts-recommended:2019.20200218-1,deb://ubuntu:focal:texlive-fonts-recommended,2019.20200218-1
commons-codec:commons-codec,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,commons-codec:commons-codec:1.11,gav://commons-codec:commons-codec,1.11
org.apache.hadoop:hadoop-yarn-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.hadoop:hadoop-yarn-api:3.2.1-dremio-202107061151520241-a2c072f,gav://org.apache.hadoop:hadoop-yarn-api,3.2.1-dremio-202107061151520241-a2c072f
ms,MIT,http://www.opensource.org/licenses/MIT,npm,ms:2.0.0,npm://ms,2.0.0
com.dremio.services:dremio-accelerator-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.dremio.services:dremio-accelerator-api:20.1.0-202202061055110045-36733c65,gav://com.dremio.services:dremio-accelerator-api,20.1.0-202202061055110045-36733c65
jakarta.validation:jakarta.validation-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,jakarta.validation:jakarta.validation-api:2.0.2,gav://jakarta.validation:jakarta.validation-api,2.0.2
org.wildfly.openssl:wildfly-openssl-windows-x86_64,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.wildfly.openssl:wildfly-openssl-windows-x86_64:1.0.9.Final,gav://org.wildfly.openssl:wildfly-openssl-windows-x86_64,1.0.9.Final
attrs,MIT,http://www.opensource.org/licenses/MIT,pypi,attrs:21.2.0,pypi://attrs,21.2.0
ubuntu:focal:libc-dev-bin,"BSD-3-Clause,GPL-2.0-only,GPL-3.0-only,ISC,LGPL-2.1-only","http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/ISC,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",deb,ubuntu:focal:libc-dev-bin:2.31-0ubuntu9.2,deb://ubuntu:focal:libc-dev-bin,2.31-0ubuntu9.2
ubuntu:focal:libkeyutils1,GPL-2.0-only,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,ubuntu:focal:libkeyutils1:1.6-6ubuntu1,deb://ubuntu:focal:libkeyutils1,1.6-6ubuntu1
com.fasterxml.jackson.module:jackson-module-afterburner,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,com.fasterxml.jackson.module:jackson-module-afterburner:2.11.4,gav://com.fasterxml.jackson.module:jackson-module-afterburner,2.11.4
commons-cli:commons-cli,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,commons-cli:commons-cli:1.2,gav://commons-cli:commons-cli,1.2
org.apache.parquet:parquet-arrow,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.parquet:parquet-arrow:1.12.0-202012300655090309-fc8298d,gav://org.apache.parquet:parquet-arrow,1.12.0-202012300655090309-fc8298d
send,MIT,http://www.opensource.org/licenses/MIT,npm,send:0.17.2,npm://send,0.17.2
slash,MIT,http://www.opensource.org/licenses/MIT,npm,slash:3.0.0,npm://slash,3.0.0
3.15:nginx-module-image-filter,BSD 2-Clause,http://opensource.org/licenses/BSD-2-Clause,alpine,3.15:nginx-module-image-filter:1.21.6-r1,alpine://3.15:nginx-module-image-filter,1.21.6-r1
ubuntu:focal:libsemanage-common,LGPL-2.1,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,deb,ubuntu:focal:libsemanage-common:3.0-1build2,deb://ubuntu:focal:libsemanage-common,3.0-1build2
com.fasterxml.jackson.core:jackson-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.fasterxml.jackson.core:jackson-core:2.12.3,gav://com.fasterxml.jackson.core:jackson-core,2.12.3
io.grpc:grpc-alts,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.grpc:grpc-alts:1.32.2,gav://io.grpc:grpc-alts,1.32.2
net.sf.jopt-simple:jopt-simple,MIT,http://www.opensource.org/licenses/MIT,maven,net.sf.jopt-simple:jopt-simple:5.0.4,gav://net.sf.jopt-simple:jopt-simple,5.0.4
find-up,MIT,http://www.opensource.org/licenses/MIT,npm,find-up:2.1.0,npm://find-up,2.1.0
onetimepass,MIT,http://www.opensource.org/licenses/MIT,pypi,onetimepass:1.0.1,pypi://onetimepass,1.0.1
jaraco.collections,MIT,http://www.opensource.org/licenses/MIT,pypi,jaraco.collections:3.5.1,pypi://jaraco.collections,3.5.1
debian:bullseye:bzip2,"BSD,GPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,debian:bullseye:bzip2:1.0.8-4,deb://debian:bullseye:bzip2,1.0.8-4
ubuntu:focal:libpango-1.0-0,"BSD,LGPL-3.0,MPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://opensource.org/licenses/MPL-2.0",deb,ubuntu:focal:libpango-1.0-0:1.44.7-2ubuntu4,deb://ubuntu:focal:libpango-1.0-0,1.44.7-2ubuntu4
org.apache.hive.shims:hive-shims-0.23,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.hive.shims:hive-shims-0.23:3.1.1-dremio-202108260418420981-22681bb,gav://org.apache.hive.shims:hive-shims-0.23,3.1.1-dremio-202108260418420981-22681bb
org.codehaus.janino:janino,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,org.codehaus.janino:janino:3.1.6,gav://org.codehaus.janino:janino,3.1.6
braces,MIT,http://www.opensource.org/licenses/MIT,npm,braces:3.0.2,npm://braces,3.0.2
ignore,MIT,http://www.opensource.org/licenses/MIT,npm,ignore:4.0.6,npm://ignore,4.0.6
ubuntu:focal:libogg0,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,deb,ubuntu:focal:libogg0:1.3.4-0ubuntu1,deb://ubuntu:focal:libogg0,1.3.4-0ubuntu1
io.grpc:grpc-protobuf,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.grpc:grpc-protobuf:1.32.2,gav://io.grpc:grpc-protobuf,1.32.2
is-extglob,MIT,http://www.opensource.org/licenses/MIT,npm,is-extglob:2.1.1,npm://is-extglob,2.1.1
js-data-binding,ISC,http://www.opensource.org/licenses/ISC,npm,js-data-binding:0.0.1,npm://js-data-binding,0.0.1
@typescript-eslint/types,MIT,http://www.opensource.org/licenses/MIT,npm,@typescript-eslint/types:4.33.0,npm://@typescript-eslint/types,4.33.0
ubuntu:focal:libmount1,"BSD-2-Clause,BSD-3-Clause,BSD-4-Clause,GPL-2.0-only,GPL-2.0-or-later,GPL-3.0-or-later,LGPL-2.1-or-later,MIT","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libmount1:2.34-0.1ubuntu9.3,deb://ubuntu:focal:libmount1,2.34-0.1ubuntu9.3
org.mortbay.jetty:jetty-util,"Apache-2.0,EPL-1.0","http://licenses.nuget.org/Apache-2.0,http://www.eclipse.org/legal/epl-v10.html",maven,org.mortbay.jetty:jetty-util:6.1.26,gav://org.mortbay.jetty:jetty-util,6.1.26
8:p11-kit,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,rpm,8:p11-kit:0:0.23.22-1.el8,rpm://8:p11-kit,0:0.23.22-1.el8
ubuntu:focal:inkscape,GPL-3.0-only,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:inkscape:0.92.5-1ubuntu1.1,deb://ubuntu:focal:inkscape,0.92.5-1ubuntu1.1
ubuntu:focal:libxaw7,"MIT,X11","http://www.opensource.org/licenses/MIT,http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3",deb,ubuntu:focal:libxaw7:2:1.0.13-1,deb://ubuntu:focal:libxaw7,2:1.0.13-1
org.asynchttpclient:async-http-client-netty-utils,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.asynchttpclient:async-http-client-netty-utils:2.7.0,gav://org.asynchttpclient:async-http-client-netty-utils,2.7.0
jaraco.functools,MIT,http://www.opensource.org/licenses/MIT,pypi,jaraco.functools:3.5.0,pypi://jaraco.functools,3.5.0
just-diff,MIT,http://www.opensource.org/licenses/MIT,npm,just-diff:5.0.1,npm://just-diff,5.0.1
debian:bullseye:psmisc,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,debian:bullseye:psmisc:23.4-2,deb://debian:bullseye:psmisc,23.4-2
debian:bullseye:sensible-utils,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,debian:bullseye:sensible-utils:0.0.14,deb://debian:bullseye:sensible-utils,0.0.14
com.dremio.services:dremio-services-transientstore,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.dremio.services:dremio-services-transientstore:20.1.0-202202061055110045-36733c65,gav://com.dremio.services:dremio-services-transientstore,20.1.0-202202061055110045-36733c65
org.apache.twill:twill-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.twill:twill-api:0.14.0-202111020547020344-41637331,gav://org.apache.twill:twill-api,0.14.0-202111020547020344-41637331
org.jvnet.mimepull:mimepull,"BSD-3-Clause,EPL-1.0","http://opensource.org/licenses/BSD-3-Clause,http://www.eclipse.org/legal/epl-v10.html",maven,org.jvnet.mimepull:mimepull:1.9.11,gav://org.jvnet.mimepull:mimepull,1.9.11
init-package-json,ISC,http://www.opensource.org/licenses/ISC,npm,init-package-json:3.0.1,npm://init-package-json,3.0.1
org.apache.htrace:htrace-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.htrace:htrace-core:3.1.0-incubating,gav://org.apache.htrace:htrace-core,3.1.0-incubating
commons-logging-adapters-1.2.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,commons-logging-adapters-1.2.jar,generic://sha256:a304daa831adb09232f0114b40f914c17a535260a214077f2d4bea2f052c2ab1/commons-logging-adapters-1.2.jar,
3.15:libintl,LGPL-2.1-or-later,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,alpine,3.15:libintl:0.21-r0,alpine://3.15:libintl,0.21-r0
com.dremio.services:dremio-services-jobresults-client,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.dremio.services:dremio-services-jobresults-client:20.1.0-202202061055110045-36733c65,gav://com.dremio.services:dremio-services-jobresults-client,20.1.0-202202061055110045-36733c65
com.google.http-client:google-http-client-gson,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.http-client:google-http-client-gson:1.39.0,gav://com.google.http-client:google-http-client-gson,1.39.0
com.nimbusds:nimbus-jose-jwt,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.nimbusds:nimbus-jose-jwt:8.8,gav://com.nimbusds:nimbus-jose-jwt,8.8
de.vandermeer:asciitable,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,de.vandermeer:asciitable:0.2.5,gav://de.vandermeer:asciitable,0.2.5
org.apache.hive:hive-serde,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.hive:hive-serde:3.1.1-dremio-202108260418420981-22681bb,gav://org.apache.hive:hive-serde,3.1.1-dremio-202108260418420981-22681bb
@npmcli/package-json,ISC,http://www.opensource.org/licenses/ISC,npm,@npmcli/package-json:1.0.1,npm://@npmcli/package-json,1.0.1
